05/04/2016 01:00:00 PM,5011,SMALL RETAIL STORE,25
05/04/2016 02:30:00 PM,486,APARTMENT,4
05/04/2016 02:21:00 PM,1811,ALLEY,32
05/04/2016 02:19:00 PM,2024,SIDEWALK,21
05/04/2016 12:00:00 PM,320,SIDEWALK,25
05/04/2016 03:00:00 PM,820,RESIDENTIAL YARD (FRONT/BACK),52
05/04/2016 02:30:00 PM,820,PARKING LOT/GARAGE(NON.RESID.),33
05/04/2016 01:00:00 PM,2820,APARTMENT,41
05/04/2016 01:01:00 PM,2034,VACANT LOT/LAND,23
05/04/2016 03:30:00 PM,1330,PARKING LOT/GARAGE(NON.RESID.),19
05/04/2016 01:35:00 PM,2024,PARKING LOT/GARAGE(NON.RESID.),27
05/04/2016 02:56:00 PM,497,SIDEWALK,71
05/04/2016 02:05:00 PM,1821,SIDEWALK,43
05/04/2016 03:05:00 PM,460,SCHOOL@ PUBLIC@ GROUNDS,49
05/04/2016 04:15:00 PM,4510,SIDEWALK,1
05/04/2016 03:30:00 PM,486,RESIDENCE,25
05/04/2016 03:00:00 PM,545,SIDEWALK,26
05/04/2016 04:50:00 PM,1310,CONVENIENCE STORE,26
05/04/2016 02:00:00 PM,1320,STREET,26
05/04/2016 04:10:00 PM,143A,APARTMENT,30
05/04/2016 06:54:00 AM,2820,RESIDENCE,75
05/04/2016 04:15:00 PM,470,SIDEWALK,25
05/04/2016 04:30:00 PM,2092,SIDEWALK,27
05/04/2016 03:14:00 PM,1811,STREET,23
05/04/2016 04:30:00 PM,1310,ABANDONED BUILDING,31
05/04/2016 03:50:00 PM,1330,GROCERY FOOD STORE,7
05/04/2016 02:22:00 PM,1811,STREET,30
05/04/2016 12:25:00 PM,2820,STREET,25
05/04/2016 03:30:00 PM,460,APARTMENT,25
05/04/2016 04:35:00 PM,460,CTA BUS,66
05/04/2016 11:45:00 AM,560,SCHOOL@ PUBLIC@ BUILDING,30
05/04/2016 05:00:00 PM,560,RESIDENCE,43
05/04/2016 12:00:00 PM,2820,RESIDENCE,53
05/04/2016 03:30:00 PM,860,DEPARTMENT STORE,71
05/04/2016 03:00:00 PM,530,APARTMENT,49
05/04/2016 04:04:00 PM,502R,STREET,42
05/04/2016 07:30:00 AM,1320,PARKING LOT/GARAGE(NON.RESID.),23
05/04/2016 04:23:00 PM,1365,RESIDENCE,44
05/04/2016 04:18:00 PM,486,SIDEWALK,27
05/04/2016 05:15:00 PM,502P,STREET,49
05/04/2016 04:00:00 PM,810,STREET,24
05/04/2016 04:15:00 PM,454,SIDEWALK,59
05/04/2016 01:00:00 PM,486,RESIDENCE,26
05/04/2016 04:00:00 PM,2093,SCHOOL@ PUBLIC@ GROUNDS,33
05/04/2016 05:15:00 PM,460,COMMERCIAL / BUSINESS OFFICE,76
